10percentage,12percentage,CollegeTier,Degree,Specialization,collegeGPA,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
67.8,65.6,1,B.Tech/B.E.,other,79.8,485,465,545,-1.0,565,-1,346,-1,-1,-1,-1,0.7027,0.2124,-1.527,-0.6147,-1.0524,500000
93.0,88.0,2,B.Tech/B.E.,CS/IT,81.9,650,620,765,0.911395278391328,645,-1,500,-1,-1,-1,-1,0.2718,0.5454,-1.2196,-1.5021,-1.244,1000000
72.8,63.0,2,MCA,CS/IT,73.6,560,580,620,0.486747008438193,515,-1,376,-1,-1,-1,-1,0.1282,-0.2871,-0.2974,-1.3753,0.6721,400000
74.0,74.0,2,B.Tech/B.E.,CS/IT,72.0,345,570,455,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-1.7389,-0.6201,-0.2974,-0.6147,-0.0943,440000
63.0,66.0,2,B.Tech/B.E.,other,65.0,485,410,415,-1.0,-1,533,-1,-1,473,-1,-1,1.4208,1.0449,0.01,-0.3612,0.6721,380000
84.83,82.4,2,B.Tech/B.E.,CS/IT,74.14,665,595,705,0.744758354008939,505,-1,438,-1,-1,-1,-1,-0.4463,0.2124,0.3174,-1.5021,-0.2859,500000
88.0,78.0,1,B.Tech/B.E.,CS/IT,54.0,615,605,605,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-1.1901,-0.9033,-0.6343,0.1798,-0.7615,525000
75.0,73.2,2,B.Tech/B.E.,CS/IT,64.3,555,545,650,0.735795709224656,475,-1,-1,-1,-1,-1,-1,1.4208,-0.1206,-0.6048,-0.7415,-0.2859,410000
58.83,66.0,2,MCA,CS/IT,70.0,440,570,345,0.144789889482462,555,-1,284,-1,-1,-1,-1,-0.4463,0.0459,-1.0659,1.6672,-1.244,380000
70.0,70.0,2,B.Tech/B.E.,CS/IT,72.0,615,445,505,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-1.9629,0.1498,-0.7068,0.0623,0.0284,410000
74.3,73.4,2,B.Tech/B.E.,CS/IT,79.7,485,585,605,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-1.308,-0.4536,1.0859,-0.6147,-1.4356,320000
83.33,72.33,2,B.Tech/B.E.,ECE,60.0,555,510,445,0.0587928000083534,-1,200,-1,-1,-1,-1,-1,-0.8772,1.5444,1.2396,-1.1218,1.0554,610000
72.0,62.0,2,B.Tech/B.E.,CS/IT,75.0,385,395,455,0.450876584483451,395,-1,-1,-1,-1,-1,-1,0.0464,0.5008,0.0914,-0.1727,0.0284,670000
60.0,66.0,2,MCA,CS/IT,52.0,385,365,385,0.488347976782714,405,-1,-1,-1,-1,-1,-1,-0.1855,0.3448,0.3817,1.7662,-0.9194,380000
83.33,92.2,2,B.Tech/B.E.,ECE,72.85,580,565,510,0.112139438207403,435,228,-1,-1,-1,-1,-1,1.4208,1.2114,0.9322,-2.2627,1.247,380000
83.4,90.4,1,B.Tech/B.E.,ECE,86.6,485,585,650,0.824666400671332,-1,400,-1,-1,-1,-1,-1,0.1282,0.8784,-2.2954,-0.4879,-1.244,535000
82.0,72.0,2,B.Tech/B.E.,EE,65.0,475,435,405,0.694479327708463,145,366,-1,435,-1,-1,-1,-1.1128,1.2808,1.1074,2.5593,0.1864,310000
88.3,83.4,2,B.Tech/B.E.,CS/IT,76.58,645,605,595,0.901489571371033,545,-1,-1,-1,-1,-1,-1,1.7465,0.8128,0.5269,-2.1704,0.1864,680000
79.0,56.0,2,B.Tech/B.E.,EE,60.8,475,535,495,0.0587928000083534,-1,200,-1,-1,-1,393,-1,0.2009,-0.5913,-0.344,0.7673,0.5024,490000
63.2,68.89,2,MCA,CS/IT,76.2,495,505,505,0.916869961103619,555,-1,-1,-1,-1,-1,-1,0.0464,-0.1232,-0.1988,-1.1128,-0.2875,645000
93.8,84.0,2,B.Tech/B.E.,ECE,74.0,560,570,605,0.881620069530177,465,420,-1,-1,-1,-1,-1,1.2772,0.5454,0.1637,-1.8824,-0.8608,400000
57.0,65.8,2,B.Tech/B.E.,ECE,65.23,500,385,370,0.783303536670298,-1,388,-1,-1,-1,-1,-1,0.4155,-0.2871,0.3174,1.1601,-0.0943,305000
84.0,87.7,2,B.Tech/B.E.,CS/IT,61.0,605,385,395,0.377551419424541,375,-1,-1,-1,-1,-1,-1,-0.159,-0.2871,-0.2974,-0.8682,-0.4776,405000
86.4,81.6,1,B.Tech/B.E.,CS/IT,75.2,445,635,605,0.968237495890543,605,-1,-1,-1,-1,-1,-1,-1.1901,1.1248,0.3817,-0.7603,0.6603,380000
81.0,79.0,2,B.Tech/B.E.,ECE,86.7,370,610,735,0.694479327708463,-1,366,-1,-1,-1,-1,-1,-0.159,0.3789,0.9322,-0.995,0.4805,525000
54.6,61.4,2,B.Tech/B.E.,biotechnology,70.86,405,495,355,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.1082,0.1888,0.0914,-0.5253,0.1864,345000
68.6,71.8,2,B.Tech/B.E.,CS/IT,74.38,455,495,545,0.622642915849938,445,-1,407,-1,-1,-1,-1,0.5591,0.5454,1.0859,-1.8824,-0.0943,500000
62.5,68.0,2,B.Tech/B.E.,EE,74.0,395,285,475,0.99526570569548,-1,533,-1,-1,-1,-1,-1,-0.1082,-0.5913,-0.1988,-0.0552,-0.2875,500000
87.0,66.0,2,B.Tech/B.E.,CS/IT,63.74,710,495,535,0.953899775079926,445,-1,530,-1,-1,-1,-1,-1.1644,0.8784,1.1804,-2.5047,-0.4776,520000
48.0,63.6,2,B.Tech/B.E.,ECE,58.0,515,465,425,0.910770164246022,-1,433,-1,-1,-1,313,-1,-0.1082,-0.1232,0.3817,-0.4078,-1.0774,380000
83.5,87.3,2,B.Tech/B.E.,CS/IT,64.7,425,575,645,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.4992,-0.7863,-2.0131,0.4148,-0.6035,320000
86.6,78.8,2,B.Tech/B.E.,ECE,72.8,735,505,450,0.279258511565122,515,-1,-1,-1,-1,292,-1,-0.0154,-0.6201,-0.6048,-0.6147,-0.6692,440000
96.0,92.0,2,B.Tech/B.E.,ECE,80.0,315,475,565,0.694479327708463,265,366,-1,-1,-1,-1,-1,-1.3447,-0.7473,-1.5051,1.1199,-1.3539,500000
84.0,68.0,2,B.Tech/B.E.,ECE,71.0,615,450,310,0.649389714846691,-1,356,-1,-1,-1,484,-1,-1.0208,0.0459,-0.9122,-0.4879,0.2889,425000
81.0,75.6,2,B.Tech/B.E.,CS/IT,73.86,425,355,535,0.793580614548506,495,-1,-1,-1,-1,-1,-1,0.0464,0.3448,-0.344,0.6204,0.3444,560000
83.4,86.6,2,B.Tech/B.E.,CS/IT,67.8,440,470,485,0.930370607202691,565,-1,-1,-1,-1,-1,-1,0.5591,1.5444,0.3174,-0.3612,0.4805,620000
77.33,77.4,2,B.Tech/B.E.,EE,77.0,645,575,615,0.376059586651545,415,300,-1,-1,-1,-1,-1,0.8192,0.8518,1.1437,0.8848,0.0284,600000
72.0,61.0,2,B.Tech/B.E.,ECE,66.5,545,545,535,0.649389714846691,405,356,-1,-1,-1,-1,-1,1.5644,1.0449,-1.527,-2.136,0.0973,500000
73.06,74.0,2,M.Tech./M.E.,electronics engineering,8.07,375,245,295,0.694479327708463,125,366,-1,473,-1,-1,260,-2.7357,-2.3073,-0.7794,0.4148,-1.5513,560000
81.0,67.2,2,B.Tech/B.E.,CS/IT,67.3,685,625,635,0.842248322257836,565,-1,469,-1,-1,-1,-1,0.8463,-0.2871,-0.4511,-1.7556,-0.6692,475000
87.0,89.0,1,B.Tech/B.E.,EIE,80.0,640,525,545,-1.0,-1,-1,-1,-1,-1,-1,-1,1.1336,1.0449,0.4711,-1.6289,0.8637,515000
71.0,60.0,2,MCA,CS/IT,88.9,520,510,780,0.486747008438193,535,-1,376,-1,-1,-1,-1,1.2772,0.0459,1.2396,-0.6147,-0.2859,1020000
78.0,73.0,2,B.Tech/B.E.,CS/IT,75.9,490,445,320,0.744758354008939,395,-1,438,-1,-1,-1,-1,-0.4463,1.0449,-0.4511,-0.1076,0.0973,500000
77.0,70.0,2,B.Tech/B.E.,ECE,69.34,505,445,445,0.694479327708463,365,366,-1,-1,-1,366,-1,0.9737,-0.9033,0.0914,-1.8179,-1.2354,285000
62.0,60.0,2,B.Tech/B.E.,CS/IT,71.65,265,285,320,0.165633091512476,305,-1,-1,-1,-1,-1,-1,-0.0154,-0.1206,-0.4511,-0.8682,0.0973,325000
86.0,96.5,2,B.Tech/B.E.,ECE,71.46,565,615,745,0.824666400671332,535,400,-1,-1,-1,-1,-1,-1.6538,-1.0203,-0.4891,1.23732999999999,-1.2354,630000
55.52,60.05,2,B.Tech/B.E.,ECE,61.95,495,455,385,0.538386892985096,355,333,-1,-1,-1,-1,-1,0.8192,0.6568,0.2366,0.0623,0.3444,700000
88.6,91.0,2,B.Tech/B.E.,EE,89.0,665,610,645,0.649389714846691,505,356,-1,-1,-1,-1,-1,1.5644,1.5444,1.0859,-0.7415,1.0554,525000
45.33,47.6,2,MCA,CS/IT,58.25,405,545,220,0.242499915185631,334,-1,-1,-1,-1,-1,-1,-1.7389,-0.2871,-0.7026,0.5262,-1.1291,345000
84.33,93.8,2,B.Tech/B.E.,CS/IT,73.7,405,475,855,0.992259189330951,665,-1,-1,-1,-1,-1,-1,0.1282,-0.6201,-0.2974,-1.7556,-0.6692,610000
85.0,69.0,2,B.Tech/B.E.,CS/IT,75.0,605,440,445,0.342314899911815,365,-1,-1,-1,-1,-1,-1,0.99,-0.1206,-0.1437,0.0192,-0.2859,500000
76.4,66.2,2,B.Tech/B.E.,EE,68.6,425,335,555,0.229481754911755,-1,266,-1,-1,-1,-1,-1,-1.4992,-1.3713,-1.5051,-0.0552,-2.0648,365000
88.0,90.0,2,B.Tech/B.E.,ECE,63.29,580,470,555,0.783303536670298,-1,388,284,-1,-1,-1,-1,0.2718,0.0459,0.6248,-1.8824,1.0554,530000
78.0,80.9,2,B.Tech/B.E.,ECE,65.0,465,485,330,0.868736585485218,215,-1,-1,-1,-1,420,-1,0.4155,0.0459,-0.6048,-0.6147,0.4805,380000
83.66,93.9,2,B.Tech/B.E.,CS/IT,73.31,485,640,735,0.930370607202691,565,-1,-1,-1,-1,-1,-1,1.2056,0.9688,-0.4891,-0.6134,0.0284,560000
88.6,83.7,2,B.Tech/B.E.,CS/IT,74.9,565,455,565,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.0464,0.8128,0.0914,0.1798,0.0284,800000
65.23,65.33,2,B.Tech/B.E.,CS/IT,68.5,404,445,445,0.276047228046856,345,-1,-1,-1,-1,-1,-1,-3.0448,-1.2153,-1.5051,-0.2902,-0.406,485000
83.0,69.9,2,MCA,CS/IT,76.0,325,415,255,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-0.1855,-0.5913,0.5269,0.62043,-0.6035,575000
64.83,56.6,2,B.Tech/B.E.,electronics engineering,63.24,454,455,615,0.538386892985096,235,333,-1,-1,-1,-1,-1,0.2009,0.5008,0.8171,0.4148,0.3444,395000
84.5,93.8,2,B.Tech/B.E.,ECE,82.0,560,545,620,0.943272157866555,435,452,-1,-1,-1,-1,-1,0.8463,1.5444,0.6248,-2.0092,0.4805,540000
91.2,90.0,2,B.Tech/B.E.,mechanical engineering,78.0,720,655,680,0.654107474545933,445,-1,-1,420,-1,-1,-1,-1.4517,0.0459,-1.6807,0.9066,0.0973,800000
82.0,74.0,2,B.Tech/B.E.,CS/IT,74.0,545,670,530,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-0.7335,0.0459,0.01,-0.3612,-2.0105,745000
72.0,62.8,2,B.Tech/B.E.,ECE,60.4,490,455,495,0.881620069530177,435,420,-1,-1,-1,-1,-1,0.7027,-1.1196,0.3174,1.1601,-1.8189,445000
80.0,57.0,2,MCA,CS/IT,73.0,565,465,475,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.51,0.8128,0.2366,0.1798,-0.7615,470000
91.3,81.0,2,B.Tech/B.E.,CS/IT,80.3,595,495,565,0.884122511593735,535,-1,-1,-1,-1,-1,-1,1.2828,1.7878,-0.3803,0.1798,0.3444,610000
86.4,85.4,2,B.Tech/B.E.,CS/IT,77.0,640,530,430,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.7335,-1.6191,-1.0659,1.9207,0.0973,525000
75.6,69.4,2,B.Tech/B.E.,CS/IT,64.3,555,575,625,0.793580614548506,495,-1,-1,-1,-1,-1,-1,1.4374,1.1248,1.8331,-2.1704,0.6603,520000
75.0,64.0,2,MCA,CS/IT,64.0,625,445,385,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-2.272,-0.4353,-0.6343,1.7074,-1.2354,440000
82.0,85.0,2,B.Tech/B.E.,CS/IT,77.0,565,465,535,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-2.5811,-0.7473,0.9623,1.8249,0.8183,610000
85.2,79.4,2,B.Tech/B.E.,CS/IT,70.0,585,595,575,0.819416529835888,505,-1,-1,-1,-1,-1,-1,-0.5719,-0.1232,-0.1988,-0.4078,-0.7615,590000
73.0,82.56,2,B.Tech/B.E.,ECE,73.0,404,455,385,-1.0,345,-1,-1,-1,-1,-1,-1,0.2009,-2.6193,0.9623,1.1199,-0.7615,320000
86.0,76.6,1,B.Tech/B.E.,CS/IT,67.0,475,545,570,0.622642915849938,495,-1,407,-1,-1,-1,-1,-0.5899,-0.6201,-0.4511,-0.3612,0.6721,400000
85.33,54.83,2,MCA,CS/IT,80.9,465,630,575,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.5899,0.7119,0.4711,-0.6147,1.4386,525000
92.0,88.8,1,B.Tech/B.E.,CS/IT,84.0,640,630,345,0.998876108102859,595,-1,653,-1,-1,-1,-1,-0.7335,-1.1196,-1.0659,1.6672,0.0973,550000
86.8,84.75,2,B.Tech/B.E.,EE,80.0,510,520,590,0.837620725714257,445,-1,-1,-1,500,-1,-1,0.1282,1.3779,2.008,0.1459,1.6302,705000
92.93,91.0,2,B.Tech/B.E.,ECE,72.55,475,615,645,0.824666400671332,-1,400,-1,-1,-1,-1,-1,0.2009,0.0328,-1.2148,-0.407769999999999,-0.643,785000
67.25,71.8,2,B.Tech/B.E.,CS/IT,81.0,465,555,494,0.744758354008939,495,-1,438,-1,-1,-1,-1,1.1336,-0.1206,-1.0659,-0.1076,0.2889,520000
81.33,91.9,2,B.Tech/B.E.,ECE,70.56,325,295,575,0.694479327708463,225,366,-1,-1,-1,-1,-1,-0.4173,-0.9033,-0.1988,-0.5253,-0.4455,380000
78.0,78.0,2,B.Tech/B.E.,ECE,71.0,395,485,530,0.0233121682429863,345,166,-1,-1,-1,366,-1,1.5644,1.3779,1.2396,0.5262,0.2889,380000
82.6,63.6,2,B.Tech/B.E.,CS/IT,71.0,535,525,530,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.8192,-0.9033,-1.5776,-1.1128,-0.1295,550000
69.0,69.0,2,B.Tech/B.E.,ECE,67.8,505,455,655,0.985461394326131,535,500,-1,-1,-1,-1,-1,-3.1994,-1.2153,-0.9245,-0.5253,-0.1295,510000
88.5,95.9,2,B.Tech/B.E.,CS/IT,81.2,475,505,605,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-0.1082,0.1888,0.5269,-0.5253,0.0284,820000
90.58,89.58,2,B.Tech/B.E.,electronics engineering,72.03,555,585,585,0.694479327708463,-1,366,-1,-1,-1,-1,-1,0.1623,0.6568,-0.4891,-1.14217,-0.4455,600000
87.4,86.8,2,B.Tech/B.E.,CS/IT,82.4,615,595,705,0.952245572924303,585,-1,-1,-1,-1,-1,-1,-1.0208,0.0459,0.01,0.2727,0.2889,790000
68.65,60.4,2,B.Tech/B.E.,CS/IT,65.0,515,455,385,0.165633091512476,305,-1,-1,-1,-1,-1,-1,-1.4992,0.0328,-0.6343,-0.7603,-1.5513,375000
80.0,91.4,2,B.Tech/B.E.,CS/IT,80.5,415,625,675,0.930370607202691,565,-1,-1,-1,-1,-1,-1,-0.880999999999999,-0.2012,-1.0334,1.3549,-0.2875,630000
80.0,81.0,2,B.Tech/B.E.,ECE,82.6,370,445,390,0.338786347219528,445,292,-1,-1,-1,228,-1,-0.4463,-0.2871,-0.1437,2.1743,1.4386,500000
83.5,63.5,2,B.Tech/B.E.,ECE,74.0,395,505,435,0.538386892985096,-1,333,-1,-1,-1,-1,-1,-1.3447,-1.3713,-1.4688,0.6498,-0.6035,450000
80.1,78.34,2,B.Tech/B.E.,ECE,79.23,505,575,635,0.960603251997053,-1,466,-1,-1,-1,420,-1,-0.4173,-0.2793,0.672,-0.76027,-0.643,400000
77.0,63.0,2,B.Tech/B.E.,CS/IT,63.0,575,415,465,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-1.6538,0.3448,-0.7794,1.9424,1.2923,700000
69.0,62.33,1,B.Tech/B.E.,CS/IT,71.25,605,520,530,0.911395278391328,465,-1,500,-1,-1,-1,-1,-0.7335,0.7119,0.7785,-0.4879,0.6721,345000
82.0,74.0,2,B.Tech/B.E.,CS/IT,80.7,605,445,510,0.744758354008939,395,-1,438,-1,-1,-1,-1,-0.3027,0.2124,-1.9881,0.7798,-0.6692,440000
63.16,60.6,2,B.Tech/B.E.,Others,66.0,605,545,525,0.206710618336758,315,-1,-1,313,-1,-1,-1,-1.6538,-1.5273,-0.9245,0.4148,-1.3934,860000
76.8,85.36,2,B.Tech/B.E.,CS/IT,69.0,454,585,325,0.987207085890868,645,-1,-1,-1,-1,-1,-1,0.1623,0.3448,-0.344,-0.17277,0.6603,3700000
72.0,75.0,2,M.Tech./M.E.,other,87.5,335,285,345,-1.0,-1,300,-1,-1,-1,-1,-1,-0.1082,0.3448,0.0914,1.3549,0.0284,330000
77.0,73.0,2,B.Tech/B.E.,ECE,78.0,475,505,525,-1.0,-1,-1,376,-1,-1,-1,-1,-0.159,0.7119,-0.2974,-0.8682,0.0973,320000
83.0,80.0,2,MCA,CS/IT,69.58,325,470,570,0.843123726665742,515,-1,-1,-1,-1,-1,-1,0.1282,1.2114,0.01,-0.2344,0.2889,320000
70.0,75.0,2,B.Tech/B.E.,mechanical engineering,70.0,355,425,435,0.0684457505037512,-1,-1,-1,254,-1,-1,-1,0.51,-0.1232,-0.9245,0.4148,0.4234,600000
84.0,88.75,2,B.Tech/B.E.,CS/IT,72.0,665,545,525,0.911395278391328,505,-1,500,-1,-1,-1,-1,-1.308,0.0459,-1.3733,-0.1076,0.0973,525000
85.8,74.8,2,B.Tech/B.E.,ECE,64.8,685,530,620,-1.0,515,-1,-1,-1,-1,-1,-1,1.1336,1.0449,0.7785,-0.6147,-0.8608,525000
65.0,52.0,2,MCA,CS/IT,75.0,300,270,285,0.190153405601018,315,-1,-1,-1,-1,-1,-1,-1.6538,-1.8393,-1.5051,0.2973,-2.1833,380000
78.2,81.8,2,B.Tech/B.E.,CS/IT,70.0,425,525,515,0.735795709224656,475,-1,-1,-1,-1,-1,-1,1.1283,-0.1232,0.2366,-1.3478,0.8183,920000
75.4,65.2,2,B.Tech/B.E.,CS/IT,76.0,590,555,560,0.991230625262871,485,-1,592,-1,-1,-1,-1,-1.308,-0.6201,0.1637,0.3995,-1.0524,650000
82.4,66.2,2,B.Tech/B.E.,CS/IT,64.11,440,470,500,0.622642915849938,435,-1,407,-1,-1,-1,-1,-0.3027,-0.2871,0.1637,0.1459,-0.6692,350000
68.25,61.0,2,B.Tech/B.E.,ECE,73.95,455,530,655,0.943272157866555,305,452,-1,-1,-1,-1,-1,0.5591,0.9117,0.01,-0.3612,0.7941,355000
88.2,77.8,1,B.Tech/B.E.,Others,62.4,595,695,575,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.0355,0.9688,-0.6343,-0.4078,0.0284,600000
88.4,76.0,2,B.Tech/B.E.,CS/IT,79.6,395,345,595,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.6491,0.1888,-0.6343,1.67803,-0.2875,660000
78.0,62.0,2,MCA,CS/IT,85.0,365,555,615,0.930370607202691,565,-1,-1,-1,-1,-1,-1,0.8192,-1.2153,1.5428,1.5899,0.6603,730000
79.8,85.2,2,B.Tech/B.E.,EE,72.63,615,555,345,0.423951396376433,435,-1,-1,-1,388,-1,-1,-0.4463,-0.6201,-0.9122,-0.2344,-1.8189,525000
75.0,81.1,2,B.Tech/B.E.,CS/IT,78.16,315,340,235,0.356536487724475,295,-1,346,-1,-1,-1,-1,-1.1644,-1.2861,-0.6048,0.0192,-1.244,305000
82.46,79.67,2,B.Tech/B.E.,mechanical engineering,69.46,395,495,470,0.971663490820888,-1,-1,-1,553,-1,-1,-1,0.1282,-0.1206,-0.6048,1.0333,-0.8608,440000
87.3,94.2,2,B.Tech/B.E.,ECE,79.51,435,435,495,0.124502074009537,545,233,-1,-1,-1,446,-1,1.1283,1.7488,2.1234,-0.9953,1.0158,625000
77.4,80.0,2,B.Tech/B.E.,mechanical engineering,71.9,365,555,575,0.654107474545933,-1,-1,-1,420,-1,-1,-1,-0.1082,0.3448,1.3977,0.5323,0.3444,735000
87.6,77.6,2,B.Tech/B.E.,EE,76.22,510,655,535,0.193768441980019,-1,292,-1,-1,324,-1,-1,-2.457,-1.2861,-0.1437,0.5262,-0.4776,550000
84.8,68.0,2,B.Tech/B.E.,ECE,63.0,475,535,525,0.376059586651545,385,300,-1,-1,-1,-1,-1,-1.6538,0.0328,0.9623,-0.1727,0.1864,380000
76.0,61.6,2,B.Tech/B.E.,EE,68.1,420,470,510,0.298769128563994,375,-1,-1,-1,356,-1,-1,0.5591,0.3789,-0.4511,0.7798,1.0554,300000
92.8,92.4,2,B.Tech/B.E.,ECE,86.7,475,515,515,0.538386892985096,465,333,-1,-1,-1,-1,-1,0.2782,0.3448,-0.344,-0.61337,0.1864,560000
75.0,60.0,2,B.Tech/B.E.,ECE,56.0,640,570,635,0.649389714846691,-1,356,-1,-1,-1,-1,-1,0.2718,1.5444,0.9322,-0.4879,0.0973,450000
69.13,64.4,2,B.Tech/B.E.,CS/IT,76.3,365,355,555,0.488347976782714,405,-1,-1,-1,-1,-1,-1,-0.2628,-0.5523,-0.2714,0.29733,-0.2875,420000
72.4,63.6,2,B.Tech/B.E.,CS/IT,65.0,290,285,270,0.486747008438193,555,-1,376,-1,-1,-1,-1,-1.4517,-2.6181,-2.2954,-0.4879,-3.9266,285000
58.0,60.0,2,B.Tech/B.E.,ECE,66.0,345,335,445,0.229481754911755,-1,266,-1,-1,-1,420,-1,-0.9969,-0.2793,0.8171,1.50173,0.3444,525000
91.3,90.7,2,B.Tech/B.E.,ECE,71.65,525,520,450,0.207392169717661,455,260,-1,-1,-1,-1,-1,1.1336,0.2124,1.0859,-0.7415,-0.0943,375000
84.6,75.25,2,B.Tech/B.E.,CS/IT,70.56,305,375,555,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-0.4173,-1.0593,-0.0537,-1.2303,-0.1295,400000
92.0,89.0,2,B.Tech/B.E.,CS/IT,64.08,800,475,695,0.356536487724475,535,-1,346,-1,-1,-1,-1,0.99,1.7109,1.547,-2.136,0.2889,505000
93.0,85.6,2,B.Tech/B.E.,ECE,89.0,605,545,680,0.493596387301038,435,324,-1,-1,-1,-1,-1,-0.4463,1.7109,-0.4511,-0.4879,1.6302,600000
65.0,67.6,2,B.Tech/B.E.,CS/IT,63.99,465,620,635,0.98374996654107,635,-1,-1,-1,-1,-1,-1,-2.1698,-2.1186,-1.2196,0.0192,-2.9686,425000
54.0,64.0,2,B.Tech/B.E.,CS/IT,67.3,305,415,415,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-0.1082,-0.7473,0.8171,-0.0552,-0.2875,500000
81.0,84.0,2,MCA,CS/IT,78.0,520,535,545,0.793580614548506,495,-1,-1,-1,-1,-1,-1,-0.4173,-0.5523,-0.7068,-0.4078,-0.2875,660000
62.4,74.8,2,B.Tech/B.E.,CS/IT,69.51,450,350,245,0.0800552813405495,334,-1,253,-1,-1,-1,-1,1.5644,0.2124,-0.4511,0.0192,1.247,500000
78.6,83.2,2,B.Tech/B.E.,ECE,73.0,570,670,470,0.960603251997053,355,466,-1,-1,-1,-1,-1,1.7081,1.2114,0.3174,-1.6289,0.2889,540000
72.0,60.0,2,B.Tech/B.E.,CS/IT,72.5,500,360,510,0.356536487724475,405,-1,346,-1,-1,-1,-1,0.8463,1.7109,1.2396,-1.3753,1.4386,500000
79.85,72.0,2,B.Tech/B.E.,CS/IT,61.0,630,460,415,0.622642915849938,475,-1,407,-1,-1,-1,-1,-0.8772,-0.6201,-0.2974,-0.3612,0.4805,500000
84.16,81.7,2,B.Tech/B.E.,CS/IT,66.07,440,485,605,0.978799292641428,495,-1,561,-1,-1,-1,-1,1.8517,0.7119,1.0859,-0.7415,-0.2859,500000
69.0,62.6,2,B.Tech/B.E.,EE,76.25,395,455,475,0.694479327708463,195,366,-1,-1,-1,-1,-1,-0.4173,0.1888,-0.4891,0.4148,0.8183,415000
90.83,92.5,2,B.Tech/B.E.,EE,82.0,640,665,630,0.875503907349337,345,-1,-1,-1,516,-1,-1,-1.4517,-2.4516,-1.0659,-0.2344,-0.2859,600000
70.0,72.0,2,B.Tech/B.E.,ECE,61.0,510,425,515,0.124502074009537,405,233,-1,-1,-1,420,-1,-1.1644,-1.7856,-1.0659,0.1459,-2.5853,380000
89.0,78.0,2,B.Tech/B.E.,ECE,80.0,645,535,615,0.985461394326131,465,500,-1,-1,-1,393,-1,-0.7264,-1.0593,-0.344,-0.4078,-0.6035,670000
91.0,90.0,2,B.Tech/B.E.,CS/IT,79.0,650,425,450,0.622642915849938,415,-1,407,-1,-1,-1,-1,0.8463,0.2124,1.0859,-0.4879,0.6721,500000
67.0,73.8,2,B.Tech/B.E.,mechanical engineering,69.75,275,400,385,0.725984147969479,365,-1,-1,438,-1,-1,-1,0.4155,-0.1206,0.4711,1.4136,0.6721,425000
86.0,83.8,2,B.Tech/B.E.,CS/IT,71.4,445,675,655,0.992259189330951,665,-1,-1,-1,-1,-1,-1,0.51,0.6568,-1.6502,-0.2902,-0.7615,705000
85.0,87.0,1,B.Tech/B.E.,ECE,87.8,730,610,695,0.976292560913216,-1,484,-1,-1,446,-1,-1,-0.0154,0.2124,-0.1437,-0.7415,0.6721,650000
87.6,89.67,2,B.Tech/B.E.,ECE,71.3,475,475,554,0.538386892985096,-1,333,-1,-1,-1,-1,-1,0.0464,0.8128,0.3817,0.884829999999999,0.3444,590000
55.0,46.0,2,MCA,CS/IT,64.56,560,340,235,0.563267823666597,425,-1,-1,-1,-1,-1,-1,0.1282,-0.7866,-0.6048,0.7798,0.0973,305000
64.0,49.5,2,B.Tech/B.E.,ECE,54.0,595,595,535,0.694479327708463,-1,366,-1,-1,-1,-1,-1,0.0464,-0.2793,0.8171,2.1774,1.1343,350000
76.0,55.6,2,B.Tech/B.E.,CS/IT,60.64,665,570,560,0.842248322257836,-1,-1,469,-1,-1,-1,-1,0.7027,0.7119,0.9322,-1.5021,-0.0943,320000
61.0,65.0,2,B.Tech/B.E.,CS/IT,68.0,535,525,455,0.744758354008939,535,-1,438,-1,-1,-1,-1,-0.6491,0.1888,-0.4891,0.1798,-0.9194,530000
78.16,84.28,2,B.Tech/B.E.,CS/IT,62.0,505,375,485,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-0.1855,-0.7473,0.2366,2.4712,-1.7093,520000
67.0,80.0,2,B.Tech/B.E.,CS/IT,62.9,525,435,380,0.23780283983757,565,-1,315,-1,-1,-1,-1,-1.5953,-0.6201,-0.7585,0.5262,-0.4776,300000
